Commune,Wilaya,Statut,Pop_1998,Pop_2008,Taux_Croissance,Pop_2026,Pop_Tahat_2008,Taux_Activite_2008,Indicateur_Jeunesse_2008,Pop_Active_Est_2026,Jeunesse_Scolarisee_Est_2026,Zone_Sismique,Coef_Acceleration,Nombre_Total_Polices_assurances_seismes,Bien immobilier,Installation commerciale,Installation industrielle,Nb_Zones_Industrielles,Nb_Zones_Activite,Descriptions_ZI,Nb_Agences_GAM,Nb_Agences_Concurrents_Total,Nb_Agences_SAA,Nb_Agences_ALLIANCE,Nb_Agences_AXA,Nb_Agences_CAAR,Nb_Agences_CAAT,Nb_Agences_CASH,Nb_Agences_CIAR,Nb_Agences_TRUST,Concurrents_Noms,Has_GAM,Nb_Agences_GAM2,Capacite_Agences_Theorique,Deficit_Agences,Chiffre_Affaires_Potentiel_DA,Probabilite_Succes_%,Score_IA_Predictif,Lat_Commune,Lon_Commune,ar_name,post_code,Rank_National,Rank_Wilaya
Oued Zitoun,El Tarf,Commune,5321,5881,1.01,7042,448374,40.9,94.5,2880,6655,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2160000,1.079299467,1.2,36.4025,8.0585,وادى الزيتون,36022,1275,21
Lazrou,Batna,Commune,4598,5143,1.13,6292,75344,41.8,92.8,2630,5839,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1972500,0.985610277,1.19,35.8042574,6.2001918,لازرو,5058,1289,51
Safsaf El Ouesra,Tébessa,Commune,5531,6074,0.94,7189,17319,38.7,89.4,2782,6427,1,0.1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2086500,1.042573305,1.19,34.9570976,8.1988049,صفصاف الوسرة,12007,1289,22
Foum Toub,Batna,Commune,5844,6025,0.31,6365,13383,39.7,92.8,2527,5907,1,0.1,19,18,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1895250,0.947010331,1.19,35.3867728,6.4478348,فم الطوب,5031,1289,51
Oued Keberit,Souk Ahras,Commune,4770,4992,0.46,5418,4992,46.3,90.7,2509,4914,1,0.1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1881750,0.940264709,1.19,35.8701,7.9156,وادى الكبريت,41024,1289,20
Khirane,Khenchela,Commune,5350,5752,0.73,6553,7247,39.1,86.4,2562,5662,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1921500,0.960126818,1.19,34.9344,6.7593,خيران,40020,1289,16
Hadj Mechri,Laghouat,Commune,6197,6357,0.26,6655,4306,39.2,91.8,2609,6109,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1956750,0.977740385,1.19,33.9572842,1.5908605,الحاج المشري,3015,1289,19
El Ghicha,Laghouat,Commune,5719,6079,0.61,6785,3172,36.6,91.4,2483,6201,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1862250,0.930521034,1.19,33.9297719,2.1396303,الغيشة,3014,1289,19
Brida,Laghouat,Commune,5742,6395,1.08,7763,5981,34,80.5,2639,6249,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1979250,0.988983088,1.19,33.9495922,1.7465471,بريدة,3013,1289,19
Guernini,Djelfa,Commune,4038,4594,1.3,5795,30372,46,87.2,2666,5053,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1999500,0.999101521,1.19,35.2001485,2.6780462,القرنيني,17021,1289,33
Beni Semiel,Tlemcen,Commune,4048,4704,1.51,6164,3665,43.9,95.1,2706,5862,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2029500,1.014091791,1.19,34.8639575,-1.4356042,بني مستار,13052,1289,46
Honaïne,Tlemcen,Commune,5424,5408,-0.03,5379,5408,49,96.4,2636,5185,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1977000,0.987858818,1.19,35.1800515,-1.657691,هنين,13044,1289,46
Sidi Hadjeres,M'Sila,Commune,6774,6686,-0.13,6530,21623,41.2,81.4,2690,5315,1,0.1,13,4,9,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2017500,1.008095683,1.19,35.7020457,3.7978373,سيدي ھجرس,28018,1289,43
Zerouala,Sidi Bel Abbès,Commune,4333,4790,1.01,5737,7530,43.4,92.1,2490,5284,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1867500,0.933144331,1.19,35.2429835,-0.5271103,زروالة,22033,1289,37
Dehahna,M'Sila,Commune,6411,6697,0.44,7244,16381,38.6,71.6,2796,5187,1,0.1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2097000,1.047819899,1.19,35.7328552,4.9668048,الدهاهنة,28030,1289,43
Ouled Zouaï,Oum El Bouaghi,Commune,4578,4998,0.88,5853,28315,42.1,93.9,2464,5496,1,0.1,2,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1848000,0.923400655,1.19,35.8556626,6.3821021,أولاد زواي,4020,1289,25
Sebaa Chioukh,Tlemcen,Commune,4259,4634,0.85,5394,4634,47.4,92.1,2557,4968,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1917750,0.958253034,1.19,35.156401,-1.360575,,,1289,46
Oued Nini,Oum El Bouaghi,Commune,4851,5119,0.54,5639,5948,45.1,72.6,2543,4094,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1907250,0.953006439,1.19,35.5716976,7.3377513,وادي نيني,4023,1289,25
Moulay Slissen,Sidi Bel Abbès,Commune,5270,5672,0.74,6474,2895,42.2,94.8,2732,6137,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2049000,1.023835467,1.19,34.821448,-0.769794,مولاي سليسن,22018,1289,37
Bathia,Aïn Defla,Commune,5919,6238,0.53,6856,16213,36.5,88.8,2502,6088,1,0.1,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1876500,0.937641412,1.19,35.8512,1.8402,بطحية,44031,1289,33
Aïn Ghoraba,Tlemcen,Commune,4842,5068,0.46,5502,47600,47.3,92.3,2602,5078,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1951500,0.975117088,1.19,34.7147251,-1.4039435,عين غرابة,13049,1289,46
El Khemis,Djelfa,Commune,4769,5405,1.26,6771,9344,42,68.2,2844,4618,2,0.15,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2133000,1.065808224,1.18,35.2876616,2.5915396,الخميس,17011,1309,34
Sidi Belattar,Mostaganem,Commune,6670,6794,0.18,7023,13607,40.2,91.4,2823,6419,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2117250,1.057938332,1.18,36.042512,0.279533,,,1309,32
Lazharia,Tissemsilt,Commune,8040,8071,0.04,8127,2254,35,91.5,2844,7436,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2133000,1.065808224,1.18,35.8746,1.5601,الازھرية,38004,1309,13
El Main,Bordj Bou Arreridj,Commune,6256,6237,-0.03,6203,2164,41.7,91.8,2587,5694,2,0.15,5,2,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1940250,0.969495737,1.17,36.3018,4.7488,إلماين,34016,1312,29
Tousmouline,El Bayadh,Commune,2050,3155,4.41,6856,3447,40,91.6,2742,6280,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2056500,1.027583034,1.17,33.5849,0.3076,توسمولين,32020,1312,17
Leflaye,Béjaïa,Commune,6620,6433,-0.29,6110,11783,45.3,94.5,2768,5774,2,0.15,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2076000,1.03732671,1.17,36.597995,4.6441959,لفلاى,6043,1312,43
Sidi Khellil,El Oued,Commune,5524,6547,1.71,8889,40195,36.3,93.6,3227,8320,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2420250,1.209340063,1.17,33.7734,5.9601,سيدي خليل,39023,1312,30
Aïn Ferah,Mascara,Commune,5394,5816,0.76,6661,5235,39.9,89.2,2658,5942,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1993500,0.996103467,1.17,35.3162,0.7828,عين فراح,29011,1312,40
Boghar,Médéa,Commune,5880,5972,0.16,6141,9236,43,93.7,2641,5754,2,0.15,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1980750,0.989732602,1.17,35.9371699,2.6326821,بوغار,26025,1312,39
Hammam Beni Salah,El Tarf,Commune,4871,5235,0.72,5960,25594,43.4,94.7,2587,5644,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1940250,0.969495737,1.17,36.4577,8.0338,حمام بنى صالح,36023,1312,23
El Emir Abdelkader,Aïn Témouchent,Commune,3691,4396,1.76,6021,20805,45.1,90.9,2715,5473,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2036250,1.017464602,1.17,35.1603,-1.4035,الأمير عبد القادر,46027,1312,23
Bouhamza,Béjaïa,Commune,10846,9123,-1.72,6682,11396,41.7,94.7,2786,6328,2,0.15,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2089500,1.044072332,1.17,36.4393229,4.5700544,بوحمزة,6037,1312,43
Sidi Ayad,Béjaïa,Commune,5059,5416,0.68,6123,13067,42.7,95.2,2615,5829,2,0.15,3,1,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1961250,0.979988926,1.17,36.6095992,4.6956681,سيدي عياد,6021,1312,43
Dhaya,Sidi Bel Abbès,Commune,4557,5163,1.26,6464,4790,40.6,88.7,2624,5734,2,0.15,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1968000,0.983361737,1.17,34.6752163,-0.6322849,الظاية,22032,1312,39
Aït Boumahdi,Tizi Ouzou,Commune,6721,6113,-0.94,5154,24311,50.6,96.9,2608,4994,2,0.15,7,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1956000,0.977365629,1.17,36.498881,4.201999,,,1312,52
Bouhachana,Guelma,Commune,5575,5596,0.04,5634,26328,48.1,95.5,2710,5380,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2032500,1.015590818,1.17,36.298469,7.47445,,,1312,29
Raml Souk,El Tarf,Commune,3715,4356,1.6,5801,120847,47.8,95.9,2773,5563,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2079750,1.039200494,1.17,36.7224,8.5364,رمل سوق,36024,1312,23
Djeballah Khemissi,Guelma,Commune,3870,4487,1.49,5856,18861,43.8,95,2565,5563,2,0.15,3,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1923750,0.961251088,1.17,36.4642865,7.5646019,جبالة لخميسي,24034,1312,29
Beni Mezline,Guelma,Commune,4491,4883,0.84,5677,25443,48.5,95,2753,5393,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2064750,1.031705359,1.17,36.4813374,7.5999319,بني مزلين,24016,1312,29
Derrag,Médéa,Commune,7695,7273,-0.56,6571,4591,40.4,93.4,2655,6137,2,0.15,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1991250,0.994979196,1.17,35.8431534,2.2165241,دراڨ,26008,1312,39
Elayadi Barbes,Mila,Commune,7189,6459,-1.07,5327,6459,50.2,90.8,2674,4837,2,0.15,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2005500,1.002099575,1.17,36.3782,5.8804,العياضى برباس,43029,1312,31
Kanoua,Skikda,Commune,6531,6995,0.69,7915,6995,35.5,94.6,2810,7488,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2107500,1.053066494,1.17,37.0381362,6.4001584,قنواع,21032,1312,37
El Keurt,Mascara,Commune,3536,4285,1.94,6055,4190,42.6,83.7,2579,5068,2,0.15,3,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1934250,0.966497683,1.17,35.3162,0.0906,الكرط,29040,1312,40
Aït Mahmoud,Tizi Ouzou,Commune,9369,7699,-1.94,5407,21551,45.8,94.4,2476,5104,2,0.15,11,9,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1857000,0.927897736,1.17,36.6099011,4.0829223,أيت محمود,15028,1312,52
Hounet,Saïda,Commune,4097,4765,1.52,6254,6022,43.4,83.1,2714,5197,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2035500,1.017089845,1.17,35.1193494,-0.1492344,هونت,20007,1312,15
Tachouda,Sétif,Commune,7735,7578,-0.2,7303,23833,36,90.5,2629,6609,2,0.15,23,21,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1971750,0.985235521,1.17,36.2670155,5.6616471,تاشودة,19045,1312,53
Serdj El Ghoul,Sétif,Commune,11044,9311,-1.69,6848,3541,40.2,97.3,2753,6663,2,0.15,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2064750,1.031705359,1.17,36.475214,5.5168507,سرج الغول,19035,1312,53
Tazrouk,Tamanrasset,Commune,3033,4091,3.04,7011,2963,46,83,3225,5819,0,0,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2418750,1.208590549,1.17,23.419622,6.265891,,,1312,10
El Hadjadj,Chlef,Commune,9245,8478,-0.86,7254,8478,36.7,90,2662,6529,2,0.15,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1996500,0.997602494,1.17,35.6908338,1.538967,الحجاج,2027,1312,34
Kerzaz,Béchar,Commune,4276,5028,1.63,6730,1249,40.1,94.8,2699,6380,0.5,0.05,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2024250,1.011468494,1.16,29.4602231,-1.4553024,كرزاز,8018,1338,9
Tamtert,Béchar,Commune,1302,1249,-0.41,1159,,43.05,95.7,2510.5,6118,0.5,0.05,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1882875,0.940826845,1.16,29.9166662,-1.9087548,تامترت,8020,1338,9
Mechraa Houari Boumedienne,Béchar,Commune,3133,3091,-0.13,3017,,43.05,95.7,2510.5,6118,0.5,0.05,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1882875,0.940826845,1.16,30.9318258,-2.741164,مشرع ھوارى بومدين,8009,1338,9
Aïn El Bia,Oran,Commune,26253,31386,1.8,43285,,45.9,90.55,16530,31606.5,2,0.15,,,,,0,0,,1,1,1,0,0,0,0,0,0,0,SAA,1,1,2,0,12397500,1.238945847,1.1,35.813327,-0.287125,,,1341,26
Ouaguenoun,Tizi Ouzou,Commune,15645,17425,1.08,21155,7699,48.7,94.6,10302,20013,2,0.15,374,350,22,2,0,0,,1,1,0,0,1,0,0,0,0,0,AXA,1,1,1,0,7726500,0.772148827,1.03,36.75758,4.1374033,واقنون,15024,1342,54
Issers,Boumerdès,Commune,27990,32580,1.53,42821,,45.7,92.35,12314,23706,4,0.25,,,,,0,0,,1,1,0,0,0,0,0,0,1,0,CIAR,1,1,2,0,9235500,0.922950947,1.03,36.693556,3.691546,,,1342,32
El Houidjbet,Tébessa,Commune,4431,4771,0.74,5450,12907,43.7,85.3,2382,4649,1,0.1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1786500,0.892670601,1.02,35.293051,8.280152,,,1344,23
Boghni,Tizi Ouzou,Commune,31983,31263,-0.23,30008,4660,44.6,95.1,13384,28538,2,0.15,1453,1431,20,2,0,0,,1,2,1,0,0,0,1,0,0,0,SAA|CAAT,1,1,2,0,10038000,1.003148894,1.02,36.5145938,3.9000151,بوغني,15040,1344,55
Sidi Yacoub,Sidi Bel Abbès,Commune,3971,4485,1.22,5584,9968,42.7,89.6,2384,5003,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1788000,0.893420115,1.02,35.1557033,-0.8069145,سيدي يعقوب,22040,1344,40
Zenata,Tlemcen,Commune,3190,3890,2,5559,3890,42.7,93.9,2374,5220,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1780500,0.889672547,1.02,34.9849042,-1.4760198,زناتة,13016,1344,50
Tagdemt,Tiaret,Commune,4090,4543,1.06,5489,6794,43.1,68.8,2366,3776,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1774500,0.886674493,1.02,35.3354988,1.2243641,تاقدمت,14032,1344,34
Arbaouat,El Bayadh,Commune,3252,4321,2.88,7207,3282,42.9,79.9,3092,5758,2,0.15,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0,0,2319000,1.1587479,1.02,33.0225,0.5823,أربوات,32009,1344,18
Chehaima,Tiaret,Commune,10099,8181,-2.08,5600,11066,42.2,91.5,2363,5124,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1772250,0.885550223,1.02,34.897482,1.2948222,شحيمة,14036,1344,34
Sidi Abderrahmane,Chlef,Commune,3630,4349,1.82,6021,4349,38.7,98.1,2330,5907,4,0.25,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1747500,0.873183249,1.01,36.4236714,1.0492304,سيدي عبد الرحمان,2025,1351,35
Aïn Zana,Souk Ahras,Commune,7512,7499,-0.02,7476,7499,40.5,82.3,3028,6153,1,0.1,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0,0,2271000,1.134763468,1.01,36.3384,8.1903,عين الزانة,41017,1351,21
Sidi Abderrahmane,Tiaret,Commune,7082,8350,1.66,11232,4349,38.7,98.1,2330,5907,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1747500,0.873183249,1,36.4236714,1.0492304,سيدي عبد الرحمان,2025,1353,36
Sebgag,Laghouat,Commune,6107,5981,-0.21,5761,102025,39.9,84.5,2299,4868,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1724250,0.86156579,0.99,34.0285379,1.9293458,سبقاق,3016,1354,22
Aïn Ouksir,Médéa,Commune,5366,5071,-0.56,4580,12191,58.8,92.3,2693,4227,2,0.15,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0,0,2019750,1.009219953,0.99,35.7760055,3.3282462,عين القصير,26041,1354,41
Djillali Ben Amar,Tiaret,Commune,5631,5443,-0.34,5120,7559,44.9,83.9,2299,4296,1,0.1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1724250,0.86156579,0.99,35.4442917,0.8475566,جيلالي بن عمار,14024,1354,37
Serghine,Tiaret,Commune,5303,5316,0.02,5339,4765,43.1,93.6,2301,4997,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1725750,0.862315303,0.99,35.2557642,2.4738335,سرغين,14039,1354,37
Msirda Fouaga,Tlemcen,Commune,5496,5693,0.35,6066,5693,41,89.8,2487,5447,1,0.1,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0,0,1865250,0.932020061,0.98,35.0142663,-2.073219,مسيردة الفواقة,13030,1358,51
Chélia,Khenchela,Commune,4851,4953,0.21,5142,15293,42.9,91.3,2206,4695,1,0.1,3,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1654500,0.826713411,0.96,35.3006,6.7786,شلية,40021,1359,17
Hydra,El Djazaïr [Algiers],Commune,35727,31133,-1.37,24301,116107,49.4,92.7,12005,22527,2,0.15,435,346,86,3,0,0,,1,10,0,2,2,0,2,1,2,1,ALLIANCE|AXA|CAAT|CASH|CIAR|TRUST,1,1,1,0,9003750,0.899790979,0.96,36.7407683,3.0079149,حيدرة,16028,1359,47
Tabelbala,Béchar,Commune,4663,5121,0.94,6062,7343,38.3,96.6,2322,5856,0.5,0.05,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1741500,0.870185195,0.96,29.405415,-3.255366,,,1359,12
Aoubellil,Aïn Témouchent,Commune,4339,4722,0.85,5499,12485,43.7,93.9,2403,5164,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1802250,0.900540493,0.96,35.0705,-0.9915,عقب الليل,46013,1359,24
Timoudi,Béchar,Commune,2116,2389,1.22,2972,,43.05,95.7,2510.5,6118,0.5,0.05,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0,0,1882875,0.940826845,0.96,29.3195526,-1.135803,تيمودى,8005,1359,12
Oum Ali,Tébessa,Commune,2985,3744,2.29,5629,4505,40.3,82.1,2268,4621,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1701000,0.84994833,0.96,35.0115532,8.2926392,أم على,12021,1359,24
El Haouch,Biskra,Commune,4328,4923,1.3,6208,11155,37.8,91.9,2347,5705,2,0.15,2,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1760250,0.879554114,0.94,34.5603287,5.8852281,الحوش,7013,1365,32
Beni Djellil,Béjaïa,Commune,8983,7795,-1.41,6038,20573,38.7,94.5,2337,5706,2,0.15,19,3,16,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1752750,0.875806547,0.94,36.572881,4.810433,,,1365,46
Oued Berkeche,Aïn Témouchent,Commune,3773,4192,1.06,5067,13598,46.6,90.7,2361,4596,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1770750,0.884800709,0.94,35.1581,-0.9833,وادى برقش,46006,1365,25
Tadjrouna,Laghouat,Commune,3597,4306,1.82,5953,5700,36.2,79.9,2155,4756,1,0.1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1616250,0.807600817,0.93,33.5036312,2.0924622,تاجرونة,3018,1368,23
Bouzedjar,Aïn Témouchent,Commune,4251,4387,0.32,4643,2839,49.6,90.4,2303,4197,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1727250,0.863064817,0.93,35.580269,-1.14895,,,1368,26
Beni Lahcene,Tissemsilt,Commune,4572,4777,0.44,5169,10554,44.2,72.5,2285,3748,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1713750,0.856319195,0.93,35.7499,1.6891,بنى لحسن,38022,1368,14
Stah Guentis,Tébessa,Commune,2914,3689,2.39,5640,9445,38.1,84.4,2149,4760,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1611750,0.805352276,0.93,34.9951892,7.2928362,سطح قنطيس,12004,1368,25
Bouzguen,Tizi Ouzou,Commune,26168,24311,-0.73,21294,11962,48.1,95.8,10242,20400,2,0.15,190,187,3,0,0,0,,1,2,2,0,0,0,0,0,0,0,SAA,1,1,1,0,7681500,0.767651746,0.91,36.6175618,4.4228207,بوزقن,15034,1372,56
Maacem,Tissemsilt,Commune,4671,5027,0.74,5738,4576,39,70.6,2238,4051,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1678500,0.838705628,0.9,35.641577,1.543572,,,1373,15
Belaas,Aïn Defla,Commune,5303,5452,0.28,5731,6053,39.3,87.7,2252,5026,2,0.15,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1689000,0.843952222,0.9,35.918,1.8512,بالعاص,44036,1373,34
Taourirt Ighil,Béjaïa,Commune,7083,6653,-0.62,5944,6653,37.8,94.9,2247,5641,2,0.15,9,1,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1685250,0.842078438,0.9,36.7329317,4.6709356,تاوريرت اغيل,6004,1373,47
Aït Tizi,Sétif,Commune,7859,6983,-1.17,5645,33685,39.1,88.6,2207,5001,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1655250,0.827088168,0.9,36.5360367,5.1052087,آيت تيزي,19054,1373,55
Oued Harbil,Médéa,Commune,4768,5049,0.57,5597,32580,40.1,92.6,2244,5183,2,0.15,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1683000,0.840954168,0.9,36.2397747,2.5734161,وادي حربيل,26029,1373,42
Bouaichoune,Médéa,Commune,4036,4309,0.66,4848,13223,45,94.9,2182,4601,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1636500,0.817719249,0.9,36.1351828,2.5703691,بوعيشون,26059,1373,42
Sidi Lazreg,Relizane,Commune,5575,5682,0.19,5880,30027,38.6,91,2270,5351,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1702500,0.850697844,0.9,35.5803,0.7745,سيدي لزرق,48006,1373,35
Beni Yenni,Tizi Ouzou,Commune,6813,5737,-1.7,4210,20426,52.3,93.4,2202,3932,2,0.15,5,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1651500,0.825214384,0.9,36.5780655,4.1617148,بني يني,15052,1373,57
Sidi Chaib,Sidi Bel Abbès,Commune,4237,4411,0.4,4742,5033,42.3,91.7,2006,4348,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1504500,0.751762059,0.89,34.5927664,-0.555625,سيدي شعيب,22035,1381,41
Djaafra,Bordj Bou Arreridj,Commune,9699,7998,-1.91,5652,11814,35.2,93.5,1990,5285,1,0.1,10,7,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1492500,0.745765951,0.89,36.2288,4.6637,جعافرة,34015,1381,30
Kef Lakhdar,Médéa,Commune,4054,4403,0.83,5109,856,41.4,95.5,2115,4879,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1586250,0.792610546,0.88,35.9218925,3.1958172,الكاف الأخضر,26017,1383,44
Chellala,El Bayadh,Commune,3745,3929,0.48,4283,20864,49.6,94.2,2124,4035,2,0.15,2,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1593000,0.795983357,0.88,32.9672,0.0549,شلالة,32014,1383,19
Sidi Khelifa,Mila,Commune,4505,4746,0.52,5213,4746,41.2,92.4,2148,4817,2,0.15,4,1,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1611000,0.804977519,0.88,36.2875,6.3007,سيدي خليفة,43027,1383,32
Tissemsilt,Tissemsilt,Province Capital,61155,75197,2.09,109090,,39.5,89.9,3237,7436,2,0.15,34,16,11,7,0,0,,1,5,1,0,0,1,1,0,2,0,SAA|CAAR|CAAT|CIAR,1,1,7,1,2427750,2.742617526,0.88,35.5445,1.8127,تـيـسـمـسـيـلـت,38001,1383,16
Maghraoua,Médéa,Commune,5392,5647,0.46,6137,60152,34.6,96.4,2123,5916,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1592250,0.7956086,0.88,36.382928,3.529127,,,1383,44
